Book Name,Author,Year,Book ID
indian fiscal federalism,dr. y.v. reddy,2019,2b6f0c98-d774-404c-b5ca-f5c65a6fe24b
‘chequered brillance: the many lives of v k krishna menon’,jairam ramesh,2019,67ea1448-00b0-4e6b-bf7d-02d0c184d269
‘designing destiny: the heartfulness way’,kamlesh patel alias daaji,2019,10862a52-8273-45cd-87fa-e89a208a03b1
‘the heartfulness way: heart-based meditations for spiritual transformation’,kamlesh patil & joshua pollock,2019,2e2e15a0-500b-46ee-bbeb-da22f167831c
darkness to light,lamar odom,2019,39c0f903-1609-4509-9504-197b6d8d5acf
"fire and fury corps -- saga of valour, fortitude and sacrifice',",lieutenant general ranbir singh,2019,521172e7-ab2e-49c1-91f2-69824a1720c0
"quality, accreditation, and ranking – a silent revolution in the offing in indian higher education",m venkaiah naidu,2019,9f022b73-037f-4006-9d18-e2517972c54e
we are displaced,malala yousafzai,2019,1b4e34d4-74ed-4902-88bc-c974a686f784
‘saffron swords’,manoshi sinha rawal,2019,8f131916-9642-4e4e-8fac-edb013530e97
“the new delhi conspiracy”,meenakshi lekhi,2019,3fe7215b-ee59-4e19-ab91-de02e976d84e
"‘law, justice and judicial power- justice p n bhagwati’s approach’",mool chand sharma,2019,00fa6b49-23f6-4009-b7b9-8cc25d12fa58
‘khooni vaisakhi’,mr. suri,2019,e5f9db67-72eb-4ea2-a610-9f91e8b7944d
‘every vote counts- the story of india’s elections’,navin chawla,2019,145975b7-b242-45d4-a1d2-757c08d76c65
‘virat: the making of a champion’,"neeraj jha, vidhanshu kumar",2019,d1cd355a-3aaf-4987-8145-5358ab050390
‘undaunted: saving the idea of india’,p. chidambaram,2019,f6674631-25e3-4c5f-a7d6-f3ca6ae30525
from possession to freedom,r uma maheswari,2019,769e1d3f-d61c-4bf9-8e2b-ea1c2e4d5dac
the third pillar,raghuram rajan,2019,e3854f71-6cfe-4a9e-a810-dae989090a9e
‘undaunted: saving the idea of india’,ruchir sharma,2019,833de361-6171-453b-bd23-7e3a03fb88fe
politics of jugaad: the coalition handbook,saba naqvi,2019,ba12694f-6204-4c50-b7f6-416f4639ca9f
game changer,shahid afridi,2019,28c5afec-5e25-42e8-84db-814af344a841
‘kundan: saigal’s life & music’,sharad dutt,2019,a8dc54a0-d67d-498f-a555-46cd2281c8b5
"""chandra shekhar - the last icon of ideological politics"";",shri harivansh and shri ravi dutt bajpai.,2019,91f88a4e-6a15-49dd-8b3e-813835bd1b02
‘defining india: through their eyes’,sonia singh,2019,46f9aafb-ede6-4110-bc46-8cedc5d15cba
'function of data sovereignty - the pursuit of supremacy',vinit goenka,2019,82fdc6e2-022e-483a-8366-955d7459fafb
"‘ayodhya: city of faith, city of discord’",valay singh,2019,2452b003-c01c-4d5e-996b-de25cd25f312
an ordinary life: portrait of an indian generation,ashok lavasa,2021,90544cf4-714c-4bbf-858d-bf42bac38761
in an ideal world,kunal basu,2021,1203e740-3d8c-496c-a7ac-35c9d1529c24
my own mazagon,captain ramesh babu,2021,f69118f1-a204-490b-a389-2df4780cfbf6
leopard diaries – the rosette in india,sanjay gubbi,2021,8d91500c-9923-43bd-a292-5560eec4aa96
balakot air strike: how india avenged pulwama,manan bhatt,2021,e4ace54e-4d6f-452a-9a1b-3a4984a10aea
the year that wasn’t – the diary of a 14-year-old,brisha jain,2021,a6453dcf-408b-4363-869f-c5fad69a496c
the earthspinner,anuradha roy,2021,8e123d8d-08f4-419a-ab04-4a3c0c9de7e6
how the earth got its beauty,sudha murty,2021,335ae70f-06cf-43ba-bea5-b8e65706a3b4
operation khukri,rajpal punia & ms damini punia,2021,90849a99-c8cd-4c9b-a23f-54894541604c
accelerating india: 7 years of modi government,k j alphons,2021,b53517c2-9090-4086-8919-c92d4e0a6ba9
back to the roots,tamannaah bhatia,2021,0bf2e336-fa06-44c7-96ac-4fadc67bb80d
gita govinda: jaydeva’s divine odyssey,dr. utpal k. banerjee,2021,ad8ecb06-eeb4-423d-afdb-c28181a6d863
human rights and terrorism in india,subramanian swamy,2021,ffd16970-93ca-4776-b1d2-1a5dd92eebd8
translating myself and others,jhumpa lahiri,2021,e69287f2-ef41-4d06-938e-05a66447fc44
shining sikh youth of india,dr. prabhleen singh,2021,054159cd-dee9-4af6-923b-4386588df5cd
400 days,chetan bhagat,2021,39f7a033-4c2f-4aa0-8cdf-72dc929022ed
jungle nama,amitav ghosh,2021,8c3dd247-3306-4a82-8fdc-6bda7eccd45d
the fractured himalaya: how the past shadows the present in india-china relations,nirupama rao,2021,89c12837-e974-4cd8-b241-de274500063e
the battle of rezang la,kulpreet yadav,2021,e55811e2-95f3-4e50-bb0c-60c8570e64cb
a rural manifesto – realising india’s future through her villages,bjp mp varun gandhi,2018,78e7b46d-b899-4340-a980-46b3da7afe6c
changing india,dr. manmohan singh,2018,02f2606c-f53e-4f75-80bc-adb2dbc68248
timeless laxman,prime minister narendra modi,2018,910ab6df-0bc6-4541-a4ed-be7a6fc35b90
arivu,dr murali mohan chuntharu,2018,234cbe3c-c49a-4256-8137-429431002799
the fire burns blue: a history of womens cricket in india,karunya keshav and sidhanta pathak,2018,9bf79a22-7f47-40da-b471-d58cdc705a38
maharana pratap: the invincible warrior,rima hooja,2018,e4e62dee-bf7f-464d-bfae-84867042894f
the paradoxical prime minister,shashi tharoor,2018,88b7c98e-ab04-4e00-a6ac-0c5486136eb0
the rule breakers,preeti shenoy,2018,47c3d342-b43c-4095-8050-cf7d3cdc13e5
experiential learning -- gandhiji's nai talim,union minister of human resource development prakash javadekar,2018,8a468cd1-b8df-4d5a-9f27-9effadb17c85
"from lehman to demonetisation: a decade of disruption, reforms and misadventures",tamal bandyopadhyay,2018,4c4b295b-574d-4886-9820-51e074955f4c
poonachi or the story of a black goat,perumal murugan,2018,64c2559e-58f7-45da-b46a-5a0565c673c2
making of legend,bindeshwar pathak,2018,ee7681ae-7c9e-4eeb-bed2-cde75531f040
diabetes with delight,anoop misra,2018,02b71fd3-41e0-4c56-a94a-a63d7b4f5251
the last white hunter,donald anderson with joshua mathew,2018,ceeab4db-9a49-4ded-b043-28513b2ec413
indian cultures as heritage,romila thapar,2018,3240c449-e6e8-4ebf-970f-b7182349d65b
strangers no more: new narratives from northeast,sanjoy hazarika,2018,3e6fae06-3257-4bff-9e1b-1ce994c2ae64
matoshree,sumitra mahajan,2018,d2968b18-8592-42d7-9a61-32e670306b4d
sanjay dutt: the crazy untold story of bollywood’s bad boy,yasser usman,2018,bcc3b616-0fe4-4a17-8ef2-518a776ecb85
indian instinct,miniya chatterjee,2018,dcbc0471-6ea5-4cf9-824e-9b7b54ae89b8
the coalition years,pranab mukherjee,2018,8228b4ee-3b69-4894-aa0e-68ae2ea846e1
dreamers: how young indians are changing their world,snigdha poonam,2018,62efbcad-abae-4944-8120-1c02397f64b7
fire and fury: inside the trump whitehouse,michael wolff,2018,3cc41ffe-0e16-4c5a-ab89-d3f227196aa7
"citizen delhi: my times, my life",sheila dikshit,2018,d16c49e2-43bc-4d96-a6fe-47fde08b7838
mere sapno ka bharat,tarun vijay,2018,01d139cf-2c91-4264-855c-42ac235bd9ce
born to be hanged: political biography of zulfikar ali bhutto,syeda saiyidan hameed,2018,a1f55ee2-0b86-4de0-9aa3-984723574e09
ants among elephants,dujatha gidla,2018,75356168-2453-42da-8c90-a4755cfb75c6
"the constitution of india: miracle, surrender, hope",rajeev dhavan,2018,fa4d782a-df48-406d-a42f-346a233f5650
a ringside affair,james lawton,2018,1cb66987-223d-455e-839a-c2a328debfe6
the year of the hawks,kanwaljit singh,2018,0c2a32ba-d4c3-424b-b9e5-6792420cf961
how may i help you,deepak singh,2018,215af07e-3600-464a-ab74-c39909e38017
"a world of three zeroes: the new economics of zero poverty, zero unemployment, and zero carbon emission",mohammad yunus,2018,702af870-6f5a-49c3-8c65-d6db079b588c
do we not bleed? reflections of a 21st-century pakistan,mehr tarar,2018,dbc8917d-74ef-42d1-aa39-3f2859feb5eb
xi jinping's china,jayadev ranade,2018,b7dde773-e53c-43d0-a339-6197d30bc613
the book hunters of katpadi,pradeep sebastia,2018,892dda75-73c3-409d-aa7b-b08a0b11d0d5
all the worlds between,k srilata and fiona bolger,2018,21e620a3-b3be-454f-93ef-9b36256ae88a
hit refresh,satya nadella,2018,cf34ba81-2078-4682-8fa2-5b4e6bdadb15
letters to a young philosopher,ramin jahanbegloo,2018,c14ac37f-47c7-4c57-bf90-939a28d63a0e
imperfect (autobiography),sanjay manjrekar,2018,2de1a763-44b2-44a4-81f5-2d880abc3499
immortal india,amish tripathi,2018,959c15e0-4207-400c-8cc7-f77b000014fd
maharana pratap: the invincible warrior,rima hooja,2018,78139562-6cee-4d29-b0ac-d71319290749
conflicts of interest: my journey through india’s green movement,sunita narain,2018,266ce3a0-c529-4353-82be-6da0d7eb8dbb
2g saga unfolds,a raja,2018,c3904321-d4a7-4b26-a833-9d358915b61c
two,gulzar,2018,ad8584dc-12c6-4a55-854f-3c56b9c9358b
status single,sreemoyee piu kundu,2018,6056f3d6-c6e9-4fd9-86a5-c10560d8ad83
an ordinary mans guide to radicalism,neyaz farooquee,2018,66fe33a9-63aa-4051-bbb0-f77901678ea8
what happened,hilary clinton,2018,fea8660f-3737-4550-ac4b-1f1d4ad54339
artemis,andy weir,2018,39da85fb-5dbc-44ed-9567-497808f6cd9b
drone,adam rothstein,2018,9eb1ae77-7c72-4802-8388-ca4a708890bf
why i am hindu,shashi tharoor,2018,2a3d344a-8ba6-4b2e-8ad3-eb3aa8a49304
a dairy of deomestic diva,shilpa shetty,2018,e8ad7b6f-bde5-434c-a192-972bc3702794
the new wealth of nations,surjit s bhalla,2018,46a25f1f-c620-4ed8-b40b-2d55db2824ec
indira gandhi: a life in nature,jairam ramesh,2018,69a68f63-dae6-45fd-92fe-59599522d3d4
dreamers: how young indians are changing their world and yours,poonam,2018,452a5cf1-2ba3-49c2-a284-0d0470847bef
my enemy’s enemy: india in afghanistan from the soviet invasion to the us withdrawal,avinash paliwal,2018,0355cdd4-6576-413e-84cd-ccf4b0454348
a state of freedom,neel mukerjee,2018,7dbc6dc1-3f94-4fe7-8d99-82f8388f16ec
"enemies and neighbours: arabs and jews in palestine and israel, 1917-2017",ian black,2018,c12b8755-d9f6-4d2f-a857-569f8dae9add
i do what i do,raghuram rajan,2018,0859e30b-6e7c-4de0-8d08-7a953597a134
indian political theory: laying the ground work for swaraj,aakash singh rathore,2018,8d823270-a46e-449d-963c-0c938e88e718
hisaab kitaab,anjana sukani,2018,7d2a5424-84d8-4026-ad2f-ff5d6311c6f3
songs of a coward,perumal murugan,2018,dcb7a126-cdcb-48d6-9f14-e74f3ce47848
an unsuitable boy,karan johar,2018,ccf7e8ad-7ef4-4116-b412-be7f90be837e
stalin: waiting for hitler 1928-1941,stephen kotkin,2018,fb03bf4e-8819-4d37-a061-6bff8ba6c56b
281 and beyond,v v s laksman,2018,33f7ddac-8aff-4dc0-9196-c24dc74fd6ab
4321,paul auster,2018,a79a5c88-400c-40a2-8f74-403eb0d381fa
history of wolves,emily fridlund,2018,f59ad5fa-96f1-4b3b-8306-8a7ceaa15252
exit west,mohsin hamid,2018,280da01f-c80d-46e8-99a5-07e868870440
elmet,fiona mozley,2018,de032375-363d-408d-86ce-5c2b2789b642
lincoln in the bardo,george saunders,2018,2193754b-616e-4668-ad81-3977c1195cd0
autumn,ali smith,2018,1a8bf332-dd18-4b2c-b89c-8eeab898afe5
"writing pakistan: conversations on ldentity, nationhood and fiction",mushtaq bilal,2018,f060d657-68ef-4841-b77c-ff3af12a6601
the bengalis: a portrait of a community,sudeep chakravarti,2018,2727bde7-7fee-4f6c-aa5d-b68fb5db615c
moments oftruth: my life with acting,roshan taneja,2018,beb03beb-34f6-4091-9aa0-ccf51d8afc4e
the goat thief,perumal murugan,2018,cbfa8487-af49-419a-88ef-33f01cfd821c
the widow of malabar hills,sujata massey,2018,337c7c76-6ea7-4012-94c6-bdd3628199c4
the vanishing,prerna singh bindra,2018,8be18844-3051-4a9d-82ac-f8e325208d14
where india goes,diane coffey and dean spears,2018,2d65aa2d-5ab6-4080-88e1-5f8fa56b89c2
the nationalist,minhaz merchant,2018,f0c73140-1fba-4396-8a39-9726e654919a
political violence in ancient india,upinder singh,2018,fbc203b7-bedf-415b-aa0a-cf7b11e6c9ef
the tall man biju patnaik,sundar ganesan,2018,913c7616-6fee-442c-8dc1-66f7fa0176ad
a tale of two victoria crosses,lt gen baljit singh,2018,0ec0bc65-0322-49dc-a352-10237414edfd
fifty things that made the modern economy,tim harford,2018,a0b577ee-cb98-481b-beed-fdba8e574425
new wealth of nations,surjit bhalla,2018,e469bc5f-6bc3-4e74-a8a8-95364583d9e5
the emergency: indian democracy's darkest hour,a surya prakash,2018,4ae73001-5e57-4f97-8ce6-fbc14f71654a
no room for small dreams,shimon peres,2018,0a1614e9-4762-47a3-894b-d7d5113a57ba
a horse walks into a bar,david grossman,2018,1ed63dbb-5475-449e-90b0-cb0aa1ae48d9
an ordinary life: a memoir,nawazuddin siddiqui with rituparna chatterjee,2018,3a090715-c188-4eea-946d-485ec176e14f
democracy’s xi: the great indian cricket story,rajdeep sardesai,2018,36a69833-1743-4f29-a6f8-e0324af0fecb
a republic in the making: india in the 1950s,gyanesh kudaisya,2018,eeb6118f-b994-4b80-9bd5-bb3af495866e
durand's curse: a line across the pathan heart,rajiv dogra,2018,3cf2aad3-33dc-4027-915d-3492a6d15558
origin,dan brown,2018,31449a63-aeb3-425c-be35-f7fa0c92029b
the crisis within: on knowledge and education in india,gn denvy,2018,3754095f-4ddd-4b52-b6ff-1c23f91ab79a
inside parliament: views from the front row,derek o'brien,2018,09724d0f-2a49-4909-b801-b0f519972d48
india turns east: international engagement and us-china rivalry,fredrick grare,2018,4a0cd0db-db52-48d0-aba0-82b19424fd7d
weather information portal for indian power system,r k singh,2018,890fc446-b3a5-4105-aa6b-95e54cac5ba3
the ministry of utmost happiness,arundhati roy,2018,365b86d9-ab2f-44b0-80d0-91020fab4656
china & india war: collision course on the roof of the world,bertil lintner,2018,88aaa094-5e15-44f1-a177-29ef297bcdfd
cadres oftibet,jayadeva ranade,2018,ac058505-3ee3-4847-87e6-b7ec633cdf0a
unstoppable: my life so far,maria sharapova,2018,53441be7-5201-40b7-85f7-e39643ce75b6
the book of chocolate saints,jeet thayil,2018,191a217e-5ea7-4875-a51f-63123bf2fff9
conflict of interest,sunita narain,2018,f6574f51-7e7f-4d4c-88e8-0f0871233598
atal ji ne kaha,birendra rehi,2018,14bf62ab-168d-49fa-be0f-fcaec4909fce
confessions of a dying mind: the blind faith of atheism,kiren rijiju and haulianlal guite,2018,63aa49f6-6fef-4171-a851-4e75152c7b79
available light,cp surendran,2018,33da1da6-ddf7-4bc3-8a86-14b7f2adc722
ashoka: satrap of taxila,ashok k banker,2018,12c9c134-d972-4396-9533-84750101d112
sea prayer,khaled hosseini,2018,18aa21aa-898e-447c-a852-f21d7747da28
loyal stalkers,chhimi tenduf la,2018,a3dc6e3b-2870-4279-9345-39f9c72f5c77
no spin,shane warne,2018,ade8f459-49d9-4839-b9dd-1fa0cd6e7cd0
attendant lords,tca raghvan,2018,8a0ac70c-2e4c-405b-8378-6ea51bf97b19
the driver in the driverless car,vivek wadhwa with alex salkever,2018,9440eda4-c81d-4243-861f-a0e0617bba0c
life among the scorpions: memoir of a woman in indian politics,jaya jaitely,2018,84960ef0-4e2a-46ed-af36-df20142406bb
gorbachev: his life and times,william taubman,2018,91af0f74-fd49-4bae-be7d-1c7c8186f87d
ambedkar gandhi and patel: the making of india’s electoral system,raja shekhar vundru,2018,4f421305-4732-421a-b398-9987990ad4ad
evolution,emmanuel macron,2018,d38370ef-a706-4e99-9267-65b502ac3f92
exam warriors,narendra modi,2018,0b7e3a9e-fa94-4a25-ae62-049ae85ade44
evil in the mahabharata,meena arora nayak,2018,17f64b37-ef24-4755-a11f-842298243dcb
happy dreams,jia pingwa,2018,f266e547-3a06-4965-82da-c43f17bae3be
6 times thinner,n n vohra,2018,63d59ef7-7d97-4b3b-9b86-d1dd4b9550b3
rohingya inside myanmar's hidden genocide,azeem ibrahim,2018,ab3c3cc3-7857-4acc-a881-814a8aa32080
myanmar's enemy within: buddhist nationalism and anti-muslim violence,francis wade,2018,546d4e9a-3735-477b-a030-b9a530f8dfd0
reimagining pakistan,husain haggani,2018,7e3bad3b-ec86-4acd-800e-4aa0d42e3e17
born to be hanged: political biography of zulfikar ali bhutto,syeda hameed,2018,3561388d-d5ba-4fdf-8042-df6903927749
reporting pakistan,meena menon,2018,2ad13303-ddf3-491a-842d-53d034c01baa
who we are and how we got here,david reich,2018,3ea19681-786a-4dd5-a0a4-3c095069efd1
a century ls not enough,sourav ganguly,2018,3f11cce8-fc0b-4456-a0d5-2a493750b422
winning like sourav: think & succeed like ganguly,abhirup bhattacharya,2018,f0aa4a0c-45df-4f04-90a1-8ecac3c05fe2
the perils of being moderately famous,soha ali khan,2018,369b208d-dd91-4faf-a8e1-7413bf372716
directorate s: the cla and americas secret wars in afghanistan and pakistan,steye coll,2018,0d38dc94-aed4-491f-96dd-b5d1d0a1e59b
economics for the common good,jean tirole,2018,2aa777ab-c45e-423f-aa0f-863cc33c3457
political tribes,amy chua,2018,242bfb18-75c0-4949-aedb-67146016428a
dividing lines: contours of the india-china discord,kn raghavan,2018,3a5d3c0b-196b-4321-9e25-47c727c8c722
my journey from marxism-leninism to nehruvian socialism,ch hanumantha rao,2018,d682227a-00b7-49fb-8478-0b84d2abb06e
triple talaq: examining faith,salman khurshid,2018,f4b0fe61-97b3-4473-8aa9-699e50b25791
kashmir: exploring the myth behind the narrative,khalid bashir,2018,b8fa94e5-7ea3-4286-884d-3076f8ab059f
the only story,julian barnes,2018,1f03a98d-b831-4904-bb0a-90f950b1efd2
she goes to war women militants of india,rashmi saksena,2018,726346da-42e7-4da3-b8c6-cda7bd5189f5
the future of humanity,michio kaku,2018,daa28f21-ac1e-44cb-a79d-b89e44754557
governing the ungovernable: institutional reforms for democratic governance,ishrat husain,2018,d3ae8427-8355-4cd2-be0d-8e9a16a3a2c2
the unseeing ldol of light,kr meera,2018,41918d36-78b7-4ba1-95b4-50ace30d91b7
across the universe,ajoy bose,2018,c2fb3981-178e-4a71-a546-a3024340ae2e
anita gets bail: what are our courts doing? whal should we do about them?,arun shourie,2018,5ab69d09-ce59-44d4-bea9-f62ce99b53e7
eleven gods and a billion indians,borta majumdar,2018,5ed3c7c6-f5db-4609-a5b3-5fda39a4704e
indian railway- the weaving of a national tapestry,bibek debroy,2018,602f4ccb-7eeb-4246-a4c8-99def584e654
an uncertain glory: india and its contradiction,amartya sen and jean dreze,2018,4d4c94d9-8cd9-4d30-b2e2-9fb2669ee7cb
lethal white,robert galbraith (jk rowling),2018,f5474e03-0a95-465f-b467-222f917999cb
the english patient,michael ondaatje,2018,a920f70e-4013-41ad-8999-30556fe9c284
in a free state,vs naipaul,2018,3ca2d073-84fc-4332-b869-9ea6968d0aa0
michael ondaatje,warlight,2018,69eb574c-6d8e-4481-a9cd-de8aef15f429
"yug purush, bharat ratna, atal ji",ramesh pokhriyal,2018,33c8e4f7-d5ec-426f-ab8d-f5366ca6971f
moon tiger,penelope lively,2018,178409a8-b3ef-4e8c-9430-009cc6922feb
wolf hall,hilary mantel,2018,f705ca4e-0bbf-4356-94af-43533be20d9d
lincoln in the bardo,george saunders,2018,0a808c3d-bf35-4e7b-8a09-5f36b014edab
the only story,julian barnes,2018,38381e38-16fd-433f-9d48-ffb448fe144a
like a psalm,perumbadavam sreedharan,2018,5dbd5f61-701e-44c9-8a8f-a72d244fefbd
indian cultures as heritage: contemporary pasts,romila thapar,2018,2c0a4776-f8ae-437c-a680-aa62df2bc528
note by note: the india story 1947-2017,"ankur bhardwaj, seema chishti and sushant singh",2018,b151dc02-c125-47d9-9b77-b18221df8a45
vedvigyan alok (maharishi aitareya mahidas praneet - aitareya brahmina ki vaigyanik vyakhya),acharya agnivarat naishthik,2018,0be8843e-8d87-4186-bc3c-d761df4fb520
the billionaire raj: a journey through india's new guided age,james crabtree,2018,f97f85a6-7f8c-4655-b6f3-eeb73b923ffd
india moving: a history of migration,chinmay tumbe,2018,118ba631-4343-4753-ba9c-9380ee7df2e9
blessings from beijing: inside china's softpower war on tibet,greg bruno,2018,5c177ab5-fc8b-41c9-b834-91675fee45c5
the unending game: insights into espionage,vikram sood,2018,57f1b6b1-f84e-48de-9bb0-10f2a391b729
straight talk,abhishek manu singhvi,2018,4ecc09f5-ebba-4c99-a7b7-6f5bbdc2bbdd
the president is missing,bill clinton and james patterson,2018,cdc43da7-5791-47e8-b9d9-83a8603503f9
vernon subutex,virginie despentes,2018,310e6019-9fd8-4992-a94a-29dcf8970b6a
the white book,han kang,2018,b95f3287-5981-4efc-83b5-91e60340ebd0
the world goes on,laszlo krasznahorkai,2018,531682b2-a280-4b85-94be-bf67387641cc
like a fading shadow,antonio munoz molina,2018,8fc41e02-c4d9-4620-9aa5-af16d0498e3f
frankenstein in baghdad,ahmed saadawi,2018,0e7ba2aa-05c0-4fae-b478-1102503811ef
flights,olga tokarczuk,2018,a11d9408-70bf-4770-ae77-198ae78228c6
travails with the alien,satyajit ray,2018,b67e08fb-810d-4a7a-9971-aed1b1da69a9
the spy chronicles: raw isi and the illusion of peace,"asdulat, aditya sinha, asad durrani",2018,77e264c4-30f7-47b4-ab90-b41da4366976
the zero cost mission/the wily agent,amar bhushan,2018,834d0186-22bb-437d-b1a7-e02c15aba76a
the most dangerous place: a history of the united states in south asia,srinath raghavan,2018,ec359eb6-1d2c-4977-9e0d-5b21b5549516
eleven gods and a billion lndians,boria majumdar,2018,77255b49-cdaf-4a72-b791-64a506750021
syama prasad mookerjee: life and times,tathagata roy,2018,e7529cba-ff65-4363-a668-54c40b70c84e
republic of caste,anand teltumbde,2018,ecbf9f7f-48c9-41fa-8605-1a4aa4df0111
gandhi: the years that changed the world (1914-1948),ramachandra guha,2018,c4c14132-a6a3-4703-8c35-68505b95dddf
the way i see it,"gauri lankesh, edited by writer and sociologist chandan gowda",2018,45e32110-abfa-49e3-9000-893009d4948e
rebel sultans: the deccan from khilji to shivaji,manu pillai,2018,9c7a5def-487c-41ae-bd64-1f4706b4be6e
from kargil to coup: events that shook pakistan,nasim sehra,2018,293ec4d7-4b47-4611-871d-252b5e242f2b
kashmir: glimpses of history and the story of struggle,saifuddin soz,2018,c18705a0-10e8-4067-9140-d737c041cd3b
president’s lady,sangeeta ghosh,2018,489e1c8f-2db1-47d3-a54b-ebf4bbf2f402
republic of caste: thinking equality in the time of neo-liberal hindutva,anand teltumbde,2018,e57bebb3-21d2-48d0-85e6-b1bbaed3111e
missing,sumana roy,2018,6889f367-e7b2-4810-802c-35eaaff0a668
god save the hon'ble supreme court,fali s nariman,2018,f1e23768-9a51-4d61-a067-9e8c42d01ff8
pakistan adrift: navigating troubled waters,asad durrani,2018,1fedc17e-826f-4d45-9c64-7ac41a459971
ten ldeologies: the great asymmetry between agrariansm and industrialism,s jaipal reddy,2018,a0e5e1a3-3b83-4b74-ab3b-839c7563d88c
mann ki baat – a social revolution on radio,devendra fadnavis,2018,e62509fd-d21c-46af-9eac-ec395f472551
